Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_JB7551AA	Heidelberg	SRR15242661;ILLUMINA;Paired;;SRX11548600;;;SRA	SAL_JB7551AA	Human	Human	Homo sapiens; chicken	2016	2	23		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181602	SRS9584174	2021-10-01	2021-08-29	Assembled	71	248810	4890737	Salmonella enterica;91.43%	45	15235	4.1	SAL_RC8421AA_AS
SAL_JB7553AA	Kentucky	SRR15242663;ILLUMINA;Paired;;SRX11548598;;;SRA	SAL_JB7553AA	Human	Human	Homo sapiens; chicken	2014	11	10		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181584	SRS9584172	2021-10-01	2021-08-29	Assembled	79	307664	5025009	Salmonella enterica;77.78%	52	110076	4.1	SAL_RC8419AA_AS
SAL_JB7554AA	Heidelberg	SRR15242664;ILLUMINA;Paired;;SRX11548597;;;SRA	SAL_JB7554AA	Human	Human	Homo sapiens; chicken	2017	7	17		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181624	SRS9584171	2021-10-01	2021-08-29	Assembled	110	136231	4970526	Salmonella enterica;98.51%	82	31519	4.1	SAL_RC8418AA_AS
SAL_JB7557AA	Heidelberg	SRR15242667;ILLUMINA;Paired;;SRX11548594;;;SRA	SAL_JB7557AA	Human	Human	Homo sapiens; chicken	2014	3	10		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181572	SRS9584168	2021-10-01	2021-08-29	Assembled	114	248759	4862847	Salmonella enterica;89.48%	46	29303	4.1	SAL_RC8415AA_AS
SAL_JB7558AA	Infantis	SRR15242668;ILLUMINA;Paired;;SRX11548593;;;SRA	SAL_JB7558AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181619	SRS9584167	2021-10-01	2021-08-29	Assembled	143	235056	4778524	Salmonella enterica;87.81%	52	9945	4.1	SAL_RC8414AA_AS
SAL_JB7562AA	Infantis	SRR15242672;ILLUMINA;Paired;;SRX11548589;;;SRA	SAL_JB7562AA	Human	Human	Homo sapiens; chicken	2014	10	19		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181582	SRS9584163	2021-10-01	2021-08-29	Assembled	100	223661	4809115	Salmonella enterica;93.75%	57	8794	4.1	SAL_RC8410AA_AS
SAL_JB7566AA	Infantis	SRR15242676;ILLUMINA;Paired;;SRX11548585;;;SRA	SAL_JB7566AA	Human	Human	Homo sapiens; chicken	2016	2	8		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181597	SRS9584159	2021-10-01	2021-08-29	Assembled	94	201865	4759066	Salmonella enterica;97.44%	46	10127	4.1	SAL_RC8406AA_AS
SAL_JB7567AA	Kentucky	SRR15242677;ILLUMINA;Paired;;SRX11548584;;;SRA	SAL_JB7567AA	Human	Human	Homo sapiens; chicken	2015	7	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181588	SRS9584158	2021-10-01	2021-08-29	Assembled	83	169039	5018656	Salmonella enterica;77.2%	60	91632	4.1	SAL_RC8405AA_AS
SAL_JB7571AA	Infantis	SRR15242681;ILLUMINA;Paired;;SRX11548580;;;SRA	SAL_JB7571AA	Human	Human	Homo sapiens; chicken	2015	10	13		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181589	SRS9584154	2021-10-01	2021-08-29	Assembled	89	203714	4765314	Salmonella enterica;94.87%	46	18004	4.1	SAL_RC8401AA_AS
SAL_JB7572AA	Infantis	SRR15242682;ILLUMINA;Paired;;SRX11548579;;;SRA	SAL_JB7572AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181618	SRS9584153	2021-10-01	2021-08-29	Assembled	140	241631	4783346	Salmonella enterica;85.0%	52	8401	4.1	SAL_RC8400AA_AS
SAL_JB7573AA	Kentucky	SRR15242683;ILLUMINA;Paired;;SRX11548578;;;SRA	SAL_JB7573AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181623	SRS9584152	2021-10-01	2021-08-29	Assembled	140	298938	5164915	Salmonella enterica;72.57%	73	20791	4.1	SAL_RC8399AA_AS
SAL_JB7576AA	4,[5],12:i:-	SRR15242686;ILLUMINA;Paired;;SRX11548575;;;SRA	SAL_JB7576AA	Human	Human	Homo sapiens; chicken	2016	11	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181613	SRS9584149	2021-10-01	2021-08-29	Assembled	78	199329	5291357	Salmonella enterica;81.93%	89	13259	4.1	SAL_RC8396AA_AS
SAL_JB7579AA	Heidelberg	SRR15242689;ILLUMINA;Paired;;SRX11548572;;;SRA	SAL_JB7579AA	Human	Human	Homo sapiens; chicken	2014	7	16		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181575	SRS9584146	2021-10-01	2021-08-29	Assembled	99	295584	5081103	Salmonella enterica;82.96%	73	32003	4.1	SAL_RC8393AA_AS
SAL_JB7580AA	Heidelberg	SRR15242690;ILLUMINA;Paired;;SRX11548571;;;SRA	SAL_JB7580AA	Human	Human	Homo sapiens; chicken	2016	2	15		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181603	SRS9584145	2021-10-01	2021-08-29	Assembled	87	185983	5248472	Salmonella enterica;92.5%	98	52468	4.1	SAL_RC8392AA_AS
SAL_JB7583AA	Heidelberg	SRR15242693;ILLUMINA;Paired;;SRX11548568;;;SRA	SAL_JB7583AA	Human	Human	Homo sapiens; chicken	2017	9	22		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181616	SRS9584142	2021-10-01	2021-08-29	Assembled	124	450967	4870800	Salmonella enterica;81.82%	36	12285	4.1	SAL_RC8389AA_AS
SAL_JB7585AA	Heidelberg	SRR15242695;ILLUMINA;Paired;;SRX11548566;;;SRA	SAL_JB7585AA	Human	Human	Homo sapiens; chicken	2017	9	22		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181615	SRS9584140	2021-10-01	2021-08-29	Assembled	139	271029	4871826	Salmonella enterica;89.19%	49	13334	4.1	SAL_RC8387AA_AS
SAL_JB7598AA	Heidelberg	SRR15242708;ILLUMINA;Paired;;SRX11548553;;;SRA	SAL_JB7598AA	Human	Human	Homo sapiens; chicken	2016	5	30		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181606	SRS9584127	2021-10-01	2021-08-29	Assembled	68	155629	5138460	Salmonella enterica;92.42%	72	33697	4.1	SAL_RC8374AA_AS
SAL_JB7603AA	Heidelberg	SRR15242713;ILLUMINA;Paired;;SRX11548548;;;SRA	SAL_JB7603AA	Human	Human	Homo sapiens; chicken	2016	3	7		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181595	SRS9584122	2021-10-01	2021-08-29	Assembled	102	184701	5000577	Salmonella enterica;91.12%	57	16421	4.1	SAL_RC8369AA_AS
SAL_JB7604AA	Infantis	SRR15242714;ILLUMINA;Paired;;SRX11548547;;;SRA	SAL_JB7604AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181617	SRS9584121	2021-10-01	2021-08-29	Assembled	140	244003	4769570	Salmonella enterica;92.11%	52	91008	4.1	SAL_RC8368AA_AS
SAL_JB7605AA	Typhimurium	SRR15242715;ILLUMINA;Paired;;SRX11548546;;;SRA	SAL_JB7605AA	Human	Human	Homo sapiens; chicken	2017	4	3		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181622	SRS9584120	2021-10-01	2021-08-29	Assembled	129	206313	5126397	Salmonella enterica;94.74%	75	34634	4.1	SAL_RC8367AA_AS
SAL_JB7608AA	Heidelberg	SRR15242718;ILLUMINA;Paired;;SRX11548543;;;SRA	SAL_JB7608AA	Human	Human	Homo sapiens; chicken	2017	1	18		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181607	SRS9584117	2021-10-01	2021-08-29	Assembled	87	265847	5141137	Salmonella enterica;78.73%	66	24715	4.1	SAL_RC8364AA_AS
SAL_JB7610AA	Heidelberg	SRR15242720;ILLUMINA;Paired;;SRX11548541;;;SRA	SAL_JB7610AA	Human	Human	Homo sapiens; chicken	2017	2	19		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181621	SRS9584115	2021-10-01	2021-08-29	Assembled	164	230506	4869777	Salmonella enterica;87.5%	49	130534	4.1	SAL_RC8362AA_AS
SAL_JB7612AA	Infantis	SRR15242722;ILLUMINA;Paired;;SRX11548539;;;SRA	SAL_JB7612AA	Human	Human	Homo sapiens; chicken	2014	5	12		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181576	SRS9584113	2021-10-01	2021-08-29	Assembled	91	239867	4784807	Salmonella enterica;96.88%	40	9632	4.1	SAL_RC8360AA_AS
SAL_JB7617AA	Heidelberg	SRR15242727;ILLUMINA;Paired;;SRX11548534;;;SRA	SAL_JB7617AA	Human	Human	Homo sapiens; chicken	2016	7	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181600	SRS9584108	2021-10-01	2021-08-29	Assembled	68	163852	5136289	Salmonella enterica;81.26%	81	24305	4.1	SAL_RC8355AA_AS
SAL_JB7618AA	Heidelberg	SRR15242728;ILLUMINA;Paired;;SRX11548533;;;SRA	SAL_JB7618AA	Human	Human	Homo sapiens; chicken	2017	7	31		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181625	SRS9584107	2021-10-01	2021-08-29	Assembled	111	173043	4866068	Salmonella enterica;97.92%	62	32125	4.1	SAL_RC8354AA_AS
SAL_JB7619AA	Heidelberg	SRR15242729;ILLUMINA;Paired;;SRX11548532;;;SRA	SAL_JB7619AA	Human	Human	Homo sapiens; chicken	2017	1	9		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181614	SRS9584106	2021-10-01	2021-08-29	Assembled	135	290299	4862886	Salmonella enterica;96.43%	36	10089	4.1	SAL_RC8353AA_AS
SAL_JB7620AA	Infantis	SRR15242730;ILLUMINA;Paired;;SRX11548531;;;SRA	SAL_JB7620AA	Human	Human	Homo sapiens; chicken	2016	10	31		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181605	SRS9584105	2021-10-01	2021-08-29	Assembled	84	263790	4755320	Salmonella enterica;97.68%	51	11480	4.1	SAL_RC8352AA_AS
SAL_JB7621AA	Heidelberg	SRR15242731;ILLUMINA;Paired;;SRX11548530;;;SRA	SAL_JB7621AA	Human	Human	Homo sapiens; chicken	2016	3	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181596	SRS9584104	2021-10-01	2021-08-29	Assembled	79	248792	5074762	Salmonella enterica;87.8%	51	18301	4.1	SAL_RC8351AA_AS
SAL_JB7623AA	Heidelberg	SRR15242733;ILLUMINA;Paired;;SRX11548528;;;SRA	SAL_JB7623AA	Human	Human	Homo sapiens; chicken	2014	12	1		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181585	SRS9584102	2021-10-01	2021-08-29	Assembled	82	269362	4914681	Salmonella enterica;97.22%	40	15839	4.1	SAL_RC8349AA_AS
SAL_JB7626AA	Heidelberg	SRR15242736;ILLUMINA;Paired;;SRX11548525;;;SRA	SAL_JB7626AA	Human	Human	Homo sapiens; chicken	2017	6	12		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181620	SRS9584099	2021-10-01	2021-08-29	Assembled	153	231056	4969323	Salmonella enterica;93.94%	42	59644	4.1	SAL_RC8346AA_AS
SAL_JB7627AA	Heidelberg	SRR15242737;ILLUMINA;Paired;;SRX11548524;;;SRA	SAL_JB7627AA	Human	Human	Homo sapiens; chicken	2016	11	9		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181604	SRS9584098	2021-10-01	2021-08-29	Assembled	103	200167	4873580	Salmonella enterica;90.91%	57	15361	4.1	SAL_RC8345AA_AS
SAL_JB7628AA	Heidelberg	SRR15242738;ILLUMINA;Paired;;SRX11548523;;;SRA	SAL_JB7628AA	Human	Human	Homo sapiens; chicken	2014	2	11		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181571	SRS9584097	2021-10-01	2021-08-29	Assembled	93	248823	4865610	Salmonella enterica;91.18%	45	14020	4.1	SAL_RC8344AA_AS
SAL_JB7631AA	Typhimurium	SRR15242741;ILLUMINA;Paired;;SRX11548520;;;SRA	SAL_JB7631AA	Human	Human	Homo sapiens; chicken	2014	5	26		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181577	SRS9584094	2021-10-01	2021-08-29	Assembled	95	214585	5135758	Salmonella enterica;94.44%	66	27099	4.1	SAL_RC8341AA_AS
SAL_JB7632AA	Infantis	SRR15242742;ILLUMINA;Paired;;SRX11548519;;;SRA	SAL_JB7632AA	Human	Human	Homo sapiens; chicken	2014	8	12		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181580	SRS9584093	2021-10-01	2021-08-29	Assembled	95	201902	4849484	Salmonella enterica;92.5%	50	12654	4.1	SAL_RC8340AA_AS
SAL_JB7634AA	Heidelberg	SRR15242744;ILLUMINA;Paired;;SRX11548517;;;SRA	SAL_JB7634AA	Human	Human	Homo sapiens; chicken	2016	11	14		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181611	SRS9584091	2021-10-01	2021-08-29	Assembled	73	271164	4889172	Salmonella enterica;94.12%	37	13118	4.1	SAL_RC8338AA_AS
SAL_JB7636AA	Typhimurium	SRR15242746;ILLUMINA;Paired;;SRX11548515;;;SRA	SAL_JB7636AA	Human	Human	Homo sapiens; chicken	2015	10	26		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181590	SRS9584089	2021-10-01	2021-08-29	Assembled	106	284091	4932261	Salmonella enterica;92.3%	66	19011	4.1	SAL_RC8336AA_AS
SAL_JB7637AA	Heidelberg	SRR15242747;ILLUMINA;Paired;;SRX11548514;;;SRA	SAL_JB7637AA	Human	Human	Homo sapiens; chicken	2014	6	11		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181574	SRS9584088	2021-10-01	2021-08-29	Assembled	95	201727	5123721	Salmonella enterica;79.27%	80	31365	4.1	SAL_RC8335AA_AS
SAL_JB7638AA	Heidelberg	SRR15242748;ILLUMINA;Paired;;SRX11548513;;;SRA	SAL_JB7638AA	Human	Human	Homo sapiens; chicken	2016	4	4		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181598	SRS9584087	2021-10-01	2021-08-29	Assembled	125	249281	4969732	Salmonella enterica;93.76%	39	16866	4.1	SAL_RC8334AA_AS
SAL_JB7641AA	Heidelberg	SRR15242751;ILLUMINA;Paired;;SRX11548510;;;SRA	SAL_JB7641AA	Human	Human	Homo sapiens; chicken	2017	10	31		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181626	SRS9584084	2021-10-01	2021-08-29	Assembled	142	641203	4868068	Salmonella enterica;93.33%	42	35627	4.1	SAL_RC8331AA_AS
SAL_JB7650AA	Typhimurium	SRR15242760;ILLUMINA;Paired;;SRX11548501;;;SRA	SAL_JB7650AA	Human	Human	Homo sapiens; chicken	2015	10	19		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181591	SRS9584075	2021-10-01	2021-08-29	Assembled	129	282660	4932263	Salmonella enterica;95.92%	67	21094	4.1	SAL_RC8322AA_AS
SAL_JB7651AA	Heidelberg	SRR15242761;ILLUMINA;Paired;;SRX11548500;;;SRA	SAL_JB7651AA	Human	Human	Homo sapiens; chicken	2014	7	15		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181578	SRS9584074	2021-10-01	2021-08-29	Assembled	94	359816	5111970	Salmonella enterica;73.82%	59	33736	4.1	SAL_RC8321AA_AS
SAL_JB7652AA	Kentucky	SRR15242763;ILLUMINA;Paired;;SRX11548498;;;SRA	SAL_JB7652AA	Human	Human	Homo sapiens; chicken	2016	10	20		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181609	SRS9584072	2021-10-01	2021-08-29	Assembled	79	216666	5016744	Salmonella enterica;75.87%	67	10530	4.1	SAL_RC8320AA_AS
SAL_JB7654AA	Infantis	SRR15242765;ILLUMINA;Paired;;SRX11548496;;;SRA	SAL_JB7654AA	Human	Human	Homo sapiens; chicken	2016	7	8		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181627	SRS9584070	2021-10-01	2021-08-29	Assembled	139	144327	4790672	Salmonella enterica;94.44%	66	29333	4.1	SAL_RC8318AA_AS
SAL_JB7659AA	Heidelberg	SRR15242770;ILLUMINA;Paired;;SRX11548491;;;SRA	SAL_JB7659AA	Human	Human	Homo sapiens; chicken	2015	7	6		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181587	SRS9584065	2021-10-01	2021-08-29	Assembled	80	437855	4908298	Salmonella enterica;94.28%	41	13741	4.1	SAL_RC8313AA_AS
SAL_JB7664AA	Typhimurium	SRR15242775;ILLUMINA;Paired;;SRX11548486;;;SRA	SAL_JB7664AA	Human	Human	Homo sapiens; chicken	2014	2	17		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181573	SRS9584060	2021-10-01	2021-08-29	Assembled	103	235114	5054712	Salmonella enterica;92.31%	64	19573	4.1	SAL_RC8308AA_AS
SAL_JB7671AA	Kentucky	SRR15242782;ILLUMINA;Paired;;SRX11548479;;;SRA	SAL_JB7671AA	Human	Human	Homo sapiens; chicken	2016	7	4		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181608	SRS9584053	2021-10-01	2021-08-29	Assembled	81	197681	5018763	Salmonella enterica;77.36%	62	10387	4.1	SAL_RC8301AA_AS
SAL_NB5079AA	J135	ERR8651233;ILLUMINA;Paired;;ERX8317262;;;SRA	SAL_NB5079AA	Poultry	Poultry	Gallus gallus domesticus; chicken	2016				North America	Canada											Quadram Institute Bioscience			PRJEB50837	ERP135445	SAMEA12943860	ERS10542648	2022-08-07	2022-07-29	Assembled	400	269681	4897723	Salmonella enterica;88.89%	54	16549	4.1	SAL_VC9367AA_AS
SAL_GC0056AA	GCA_020016855.1	traces-0iKNWVW;Complete Genome;Single;;NA;;;Uploaded	SAL_GC0056AA	Human		chicken	2014	8	12		North America	Canada	British Columbia										NML - Guelph (Foodnet)		Infantis					2024-10-08	2025-10-15	Assembled	NaN	123661	4126481	Salmonella enterica;99.74%	36	0	2.3	SAL_QD0692AA_AS
